Nom du jeu,Code emission,N° livret,N° du colis,Date de réception,Date d'activation,Date statut vendu,Date relevé d'opération,N° relevé d'opération
CASH,14001,8571341,704312834,2022-09-22 00:00:00,2022-10-08 00:00:00,2022-10-09 00:00:00,2022-10-17 00:00:00,04D2813342022081
CASH,14001,8571350,704312834,2022-09-22 00:00:00,2022-10-08 00:00:00,2022-10-10 00:00:00,2022-10-17 00:00:00,04D2813342022081
JACKPOT,65902,5027387,704265230,2022-09-09 00:00:00,2022-10-08 00:00:00,2022-10-11 00:00:00,2022-10-17 00:00:00,04D2813342022081
MAXI MOTS CROISÉS,67303,1295372,704265229,2022-09-09 00:00:00,2022-10-08 00:00:00,2022-10-11 00:00:00,2022-10-17 00:00:00,04D2813342022081
MEGA GOAL,69901,777952,704157378,2022-08-13 00:00:00,2022-10-08 00:00:00,2022-10-11 00:00:00,2022-10-17 00:00:00,04D2813342022081
MILLIONNAIRE,67101,5085338,704312835,2022-09-22 00:00:00,2022-10-08 00:00:00,2022-10-11 00:00:00,2022-10-17 00:00:00,04D2813342022081
SUPER 10 OU 200,66804,1677052,704312833,2022-09-22 00:00:00,2022-10-08 00:00:00,2022-10-09 00:00:00,2022-10-17 00:00:00,04D2813342022081
SUPER 10 OU 200,66804,1686106,704387130,2022-10-07 00:00:00,2022-10-08 00:00:00,2022-10-09 00:00:00,2022-10-17 00:00:00,04D2813342022081
X20,14801,1462073,704265230,2022-09-09 00:00:00,2022-10-08 00:00:00,2022-10-11 00:00:00,2022-10-17 00:00:00,04D2813342022081
MAXI MOTS CROISÉS,67303,1295370,704265229,2022-09-09 00:00:00,2022-10-07 00:00:00,2022-10-09 00:00:00,2022-10-17 00:00:00,04D2813342022081
SUPER 10 OU 200,66804,1677034,704312833,2022-09-22 00:00:00,2022-10-07 00:00:00,2022-10-08 00:00:00,2022-10-17 00:00:00,04D2813342022081
CASH,14001,8571340,704312834,2022-09-22 00:00:00,2022-10-06 00:00:00,2022-10-09 00:00:00,2022-10-17 00:00:00,04D2813342022081
MAXI MOTS CROISÉS,67303,1295369,704265229,2022-09-09 00:00:00,2022-10-06 00:00:00,2022-10-08 00:00:00,2022-10-17 00:00:00,04D2813342022081
MAXI OBJECTIF MAISON,14501,121869,704312835,2022-09-22 00:00:00,2022-10-06 00:00:00,2022-10-09 00:00:00,2022-10-17 00:00:00,04D2813342022081
MEGA MOTS CROISÉS,67403,1001159,704312834,2022-09-22 00:00:00,2022-10-06 00:00:00,2022-10-13 00:00:00,2022-10-17 00:00:00,04D2813342022081
MILLIONNAIRE,67101,5085327,704312835,2022-09-22 00:00:00,2022-10-06 00:00:00,2022-10-07 00:00:00,2022-10-10 00:00:00,04D2813342022078
MISSION PATRIMOINE,79201,250374,704312835,2022-09-22 00:00:00,2022-10-06 00:00:00,2022-10-07 00:00:00,2022-10-10 00:00:00,04D2813342022078
SUPER 10 OU 200,66804,1677014,704312833,2022-09-22 00:00:00,2022-10-06 00:00:00,2022-10-07 00:00:00,2022-10-10 00:00:00,04D2813342022078
X20,14801,1462068,704265230,2022-09-09 00:00:00,2022-10-06 00:00:00,2022-10-10 00:00:00,2022-10-17 00:00:00,04D2813342022081
CASH,14001,8571338,704312834,2022-09-22 00:00:00,2022-10-05 00:00:00,2022-10-06 00:00:00,2022-10-10 00:00:00,04D2813342022078
CASH,14001,8571339,704312834,2022-09-22 00:00:00,2022-10-05 00:00:00,2022-10-07 00:00:00,2022-10-10 00:00:00,04D2813342022078
GOAL,65401,4869455,704265230,2022-09-09 00:00:00,2022-10-05 00:00:00,2022-10-10 00:00:00,2022-10-17 00:00:00,04D2813342022081
JACKPOT,65902,5027382,704265230,2022-09-09 00:00:00,2022-10-05 00:00:00,2022-10-10 00:00:00,2022-10-17 00:00:00,04D2813342022081
MAXI MOTS CROISÉS,67303,1295367,704265229,2022-09-09 00:00:00,2022-10-05 00:00:00,2022-10-07 00:00:00,2022-10-10 00:00:00,04D2813342022078
MEGA GOAL,69901,777951,704157378,2022-08-13 00:00:00,2022-10-05 00:00:00,2022-10-08 00:00:00,2022-10-17 00:00:00,04D2813342022081
MILLIONNAIRE,67101,5085326,704312835,2022-09-22 00:00:00,2022-10-05 00:00:00,2022-10-06 00:00:00,2022-10-10 00:00:00,04D2813342022078
SUPER 10 OU 200,66804,1677013,704312833,2022-09-22 00:00:00,2022-10-05 00:00:00,2022-10-07 00:00:00,2022-10-10 00:00:00,04D2813342022078
CASH,14001,8571337,704312834,2022-09-22 00:00:00,2022-10-03 00:00:00,2022-10-06 00:00:00,2022-10-10 00:00:00,04D2813342022078
JACKPOT,65902,5027376,704265230,2022-09-09 00:00:00,2022-10-03 00:00:00,2022-10-09 00:00:00,2022-10-17 00:00:00,04D2813342022081
MAXI MOTS CROISÉS,67303,1295366,704265229,2022-09-09 00:00:00,2022-10-03 00:00:00,2022-10-06 00:00:00,2022-10-10 00:00:00,04D2813342022078
MAXI MOTS CROISÉS,67303,2432816,704312833,2022-09-22 00:00:00,2022-10-03 00:00:00,2022-10-06 00:00:00,2022-10-10 00:00:00,04D2813342022078
MAXI OBJECTIF MAISON,14501,121868,704312835,2022-09-22 00:00:00,2022-10-03 00:00:00,2022-10-04 00:00:00,2022-10-10 00:00:00,04D2813342022078
MEGA MOTS CROISÉS,67403,1001158,704312834,2022-09-22 00:00:00,2022-10-03 00:00:00,2022-10-06 00:00:00,2022-10-10 00:00:00,04D2813342022078
MOTS CROISÉS,67503,832769,704157376,2022-08-13 00:00:00,2022-10-03 00:00:00,2022-10-09 00:00:00,2022-10-17 00:00:00,04D2813342022081
SUPER 10 OU 200,66804,1677009,704312833,2022-09-22 00:00:00,2022-10-03 00:00:00,2022-10-06 00:00:00,2022-10-10 00:00:00,04D2813342022078
X20,14801,1462066,704265230,2022-09-09 00:00:00,2022-10-03 00:00:00,2022-10-07 00:00:00,2022-10-10 00:00:00,04D2813342022078
CASH,14001,8571336,704312834,2022-09-22 00:00:00,2022-10-02 00:00:00,2022-10-04 00:00:00,2022-10-10 00:00:00,04D2813342022078
MISSION PATRIMOINE,79201,250373,704312835,2022-09-22 00:00:00,2022-10-02 00:00:00,2022-10-06 00:00:00,2022-10-10 00:00:00,04D2813342022078
SUPER 10 OU 200,66804,1677008,704312833,2022-09-22 00:00:00,2022-10-02 00:00:00,2022-10-04 00:00:00,2022-10-10 00:00:00,04D2813342022078
CASH,14001,8571332,704312834,2022-09-22 00:00:00,2022-10-01 00:00:00,2022-10-02 00:00:00,2022-10-10 00:00:00,04D2813342022078
CASH,14001,8571333,704312834,2022-09-22 00:00:00,2022-10-01 00:00:00,2022-10-03 00:00:00,2022-10-10 00:00:00,04D2813342022078
JACKPOT,65902,5027364,704265230,2022-09-09 00:00:00,2022-10-01 00:00:00,2022-10-04 00:00:00,2022-10-10 00:00:00,04D2813342022078
MAXI MOTS CROISÉS,67303,1295363,704265229,2022-09-09 00:00:00,2022-10-01 00:00:00,2022-10-03 00:00:00,2022-10-10 00:00:00,04D2813342022078
MAXI MOTS CROISÉS,67303,1295365,704265229,2022-09-09 00:00:00,2022-10-01 00:00:00,2022-10-04 00:00:00,2022-10-10 00:00:00,04D2813342022078
MEGA MOTS CROISÉS,67403,1001156,704312834,2022-09-22 00:00:00,2022-10-01 00:00:00,2022-10-02 00:00:00,2022-10-10 00:00:00,04D2813342022078
MILLIONNAIRE,67101,5085324,704312835,2022-09-22 00:00:00,2022-10-01 00:00:00,2022-10-02 00:00:00,2022-10-10 00:00:00,04D2813342022078
MILLIONNAIRE,67101,5085325,704312835,2022-09-22 00:00:00,2022-10-01 00:00:00,2022-10-05 00:00:00,2022-10-10 00:00:00,04D2813342022078
PACTOLE,63903,2774711,704042569,2022-07-14 00:00:00,2022-10-01 00:00:00,2022-10-15 00:00:00,2022-10-17 00:00:00,04D2813342022081
SUPER 10 OU 200,66804,1677007,704312833,2022-09-22 00:00:00,2022-10-01 00:00:00,2022-10-03 00:00:00,2022-10-10 00:00:00,04D2813342022078
X10,14901,373923,704042569,2022-07-14 00:00:00,2022-10-01 00:00:00,2022-10-13 00:00:00,2022-10-17 00:00:00,04D2813342022081
X20,14801,1462065,704265230,2022-09-09 00:00:00,2022-10-01 00:00:00,2022-10-04 00:00:00,2022-10-10 00:00:00,04D2813342022078
CASH,14001,8571330,704312834,2022-09-22 00:00:00,2022-09-30 00:00:00,2022-10-01 00:00:00,2022-10-10 00:00:00,04D2813342022078
CASH,14001,8571331,704312834,2022-09-22 00:00:00,2022-09-30 00:00:00,2022-10-02 00:00:00,2022-10-10 00:00:00,04D2813342022078
JACKPOT,65902,6036152,704157377,2022-08-13 00:00:00,2022-09-30 00:00:00,2022-10-02 00:00:00,2022-10-10 00:00:00,04D2813342022078
MAXI MOTS CROISÉS,67303,1295364,704265229,2022-09-09 00:00:00,2022-09-30 00:00:00,2022-10-01 00:00:00,2022-10-10 00:00:00,04D2813342022078
MEGA MOTS CROISÉS,67403,1001050,704312834,2022-09-22 00:00:00,2022-09-30 00:00:00,2022-10-02 00:00:00,2022-10-10 00:00:00,04D2813342022078
MILLIONNAIRE,67101,5081256,704312834,2022-09-22 00:00:00,2022-09-30 00:00:00,2022-10-01 00:00:00,2022-10-10 00:00:00,04D2813342022078
MISSION PATRIMOINE,79201,250372,704312835,2022-09-22 00:00:00,2022-09-30 00:00:00,2022-10-02 00:00:00,2022-10-10 00:00:00,04D2813342022078
SUPER 10 OU 200,66804,1824176,704312834,2022-09-22 00:00:00,2022-09-30 00:00:00,2022-10-01 00:00:00,2022-10-10 00:00:00,04D2813342022078
SUPER 10 OU 200,66804,1824401,704312834,2022-09-22 00:00:00,2022-09-30 00:00:00,2022-10-02 00:00:00,2022-10-10 00:00:00,04D2813342022078
X20,14801,1495015,704312835,2022-09-22 00:00:00,2022-09-30 00:00:00,2022-10-02 00:00:00,2022-10-10 00:00:00,04D2813342022078
CASH,14001,8571327,704312834,2022-09-22 00:00:00,2022-09-29 00:00:00,2022-10-01 00:00:00,2022-10-10 00:00:00,04D2813342022078
JACKPOT,65902,6036145,704157377,2022-08-13 00:00:00,2022-09-29 00:00:00,2022-09-30 00:00:00,2022-10-03 00:00:00,04D2813342022076
JACKPOT,65902,6036146,704157377,2022-08-13 00:00:00,2022-09-29 00:00:00,2022-10-02 00:00:00,2022-10-10 00:00:00,04D2813342022078
MAXI MOTS CROISÉS,67303,1295361,704265229,2022-09-09 00:00:00,2022-09-29 00:00:00,2022-09-30 00:00:00,2022-10-03 00:00:00,04D2813342022076
MILLIONNAIRE,67101,5764891,704265230,2022-09-09 00:00:00,2022-09-29 00:00:00,2022-09-30 00:00:00,2022-10-03 00:00:00,04D2813342022076
SOLITAIRE,67202,2714897,704157378,2022-08-13 00:00:00,2022-09-29 00:00:00,2022-10-17 00:00:00,2022-10-24 00:00:00,04D2813342022083
SUPER 10 OU 200,66804,1824172,704312834,2022-09-22 00:00:00,2022-09-29 00:00:00,2022-10-01 00:00:00,2022-10-10 00:00:00,04D2813342022078
SUPER 10 OU 200,66804,1824175,704312834,2022-09-22 00:00:00,2022-09-29 00:00:00,2022-10-01 00:00:00,2022-10-10 00:00:00,04D2813342022078
VEGAS,63302,4529011,704157378,2022-08-13 00:00:00,2022-09-29 00:00:00,2022-10-08 00:00:00,2022-10-10 00:00:00,04D2813342022078
X20,14801,1462059,704265230,2022-09-09 00:00:00,2022-09-29 00:00:00,2022-10-02 00:00:00,2022-10-10 00:00:00,04D2813342022078
CASH,14001,8571326,704312834,2022-09-22 00:00:00,2022-09-28 00:00:00,2022-09-30 00:00:00,2022-10-03 00:00:00,04D2813342022076
MAXI MOTS CROISÉS,67303,1295339,704265229,2022-09-09 00:00:00,2022-09-28 00:00:00,2022-09-29 00:00:00,2022-10-03 00:00:00,04D2813342022076
MEGA MOTS CROISÉS,67403,1001049,704312834,2022-09-22 00:00:00,2022-09-28 00:00:00,2022-09-30 00:00:00,2022-10-03 00:00:00,04D2813342022076
MOTS CROISÉS,67503,832579,704157377,2022-08-13 00:00:00,2022-09-28 00:00:00,2022-10-04 00:00:00,2022-10-10 00:00:00,04D2813342022078
SUPER 10 OU 200,66804,1824147,704312834,2022-09-22 00:00:00,2022-09-28 00:00:00,2022-09-29 00:00:00,2022-10-03 00:00:00,04D2813342022076
CASH,14001,8369710,704265230,2022-09-09 00:00:00,2022-09-26 00:00:00,2022-09-29 00:00:00,2022-10-03 00:00:00,04D2813342022076
MEGA GOAL,69901,777950,704157378,2022-08-13 00:00:00,2022-09-26 00:00:00,2022-09-29 00:00:00,2022-10-03 00:00:00,04D2813342022076
MEGA MOTS CROISÉS,67403,1001048,704312834,2022-09-22 00:00:00,2022-09-26 00:00:00,2022-09-27 00:00:00,2022-10-03 00:00:00,04D2813342022076
MISSION PATRIMOINE,79201,250371,704312835,2022-09-22 00:00:00,2022-09-26 00:00:00,2022-09-29 00:00:00,2022-10-03 00:00:00,04D2813342022076
NUMÉRO FÉTICHE,64402,2362232,800313920,2022-03-11 00:00:00,2022-09-26 00:00:00,,,
SUPER 10 OU 200,66804,1507937,704265229,2022-09-09 00:00:00,2022-09-26 00:00:00,2022-09-27 00:00:00,2022-10-03 00:00:00,04D2813342022076
X20,14801,1462058,704265230,2022-09-09 00:00:00,2022-09-26 00:00:00,2022-09-30 00:00:00,2022-10-03 00:00:00,04D2813342022076
A PRENDRE OU A LAISSER,70301,2082825,703994346,2022-07-01 00:00:00,2022-09-25 00:00:00,2022-10-10 00:00:00,2022-10-17 00:00:00,04D2813342022081
CASH,14001,8369709,704265230,2022-09-09 00:00:00,2022-09-25 00:00:00,2022-09-27 00:00:00,2022-10-03 00:00:00,04D2813342022076
JACKPOT,65902,6036144,704157377,2022-08-13 00:00:00,2022-09-25 00:00:00,2022-09-30 00:00:00,2022-10-03 00:00:00,04D2813342022076
MAXI MOTS CROISÉS,67303,1278511,704265229,2022-09-09 00:00:00,2022-09-25 00:00:00,2022-09-29 00:00:00,2022-10-03 00:00:00,04D2813342022076
MILLIONNAIRE,67101,5764890,704265230,2022-09-09 00:00:00,2022-09-25 00:00:00,2022-09-29 00:00:00,2022-10-03 00:00:00,04D2813342022076
QUITTE OU DOUBLE,66501,1717159,703606359,2022-03-02 00:00:00,2022-09-25 00:00:00,2022-10-25 00:00:00,2022-10-31 00:00:00,04D2813342022085
SUPER 10 OU 200,66804,1507935,704265229,2022-09-09 00:00:00,2022-09-25 00:00:00,2022-09-26 00:00:00,2022-10-03 00:00:00,04D2813342022076
SUPER 10 OU 200,66804,1507936,704265229,2022-09-09 00:00:00,2022-09-25 00:00:00,2022-09-27 00:00:00,2022-10-03 00:00:00,04D2813342022076
CASH,14001,8369702,704265230,2022-09-09 00:00:00,2022-09-24 00:00:00,2022-09-25 00:00:00,2022-10-03 00:00:00,04D2813342022076
CASH,14001,8369703,704265230,2022-09-09 00:00:00,2022-09-24 00:00:00,2022-09-26 00:00:00,2022-10-03 00:00:00,04D2813342022076
MEGA MOTS CROISÉS,67403,1001045,704312834,2022-09-22 00:00:00,2022-09-24 00:00:00,2022-09-25 00:00:00,2022-10-03 00:00:00,04D2813342022076
MEGA MOTS CROISÉS,67403,1001046,704312834,2022-09-22 00:00:00,2022-09-24 00:00:00,2022-09-25 00:00:00,2022-10-03 00:00:00,04D2813342022076
MEGA MOTS CROISÉS,67403,1001047,704312834,2022-09-22 00:00:00,2022-09-24 00:00:00,2022-09-25 00:00:00,2022-10-03 00:00:00,04D2813342022076
MILLIONNAIRE,67101,5764929,704265230,2022-09-09 00:00:00,2022-09-24 00:00:00,2022-09-25 00:00:00,2022-10-03 00:00:00,04D2813342022076
MISSION PATRIMOINE,79201,178503,704265230,2022-09-09 00:00:00,2022-09-24 00:00:00,2022-09-27 00:00:00,2022-10-03 00:00:00,04D2813342022076
X20,14801,1462051,704265230,2022-09-09 00:00:00,2022-09-24 00:00:00,2022-09-27 00:00:00,2022-10-03 00:00:00,04D2813342022076
CASH,14001,8369683,704265230,2022-09-09 00:00:00,2022-09-23 00:00:00,2022-09-24 00:00:00,2022-10-03 00:00:00,04D2813342022076
CASH,14001,8369692,704265230,2022-09-09 00:00:00,2022-09-23 00:00:00,2022-09-25 00:00:00,2022-10-03 00:00:00,04D2813342022076
MAXI MOTS CROISÉS,67303,1278510,704265229,2022-09-09 00:00:00,2022-09-23 00:00:00,2022-09-25 00:00:00,2022-10-03 00:00:00,04D2813342022076
MEGA MOTS CROISÉS,67403,1028892,704265230,2022-09-09 00:00:00,2022-09-23 00:00:00,2022-09-25 00:00:00,2022-10-03 00:00:00,04D2813342022076
MILLIONNAIRE,67101,5764917,704265230,2022-09-09 00:00:00,2022-09-23 00:00:00,2022-09-25 00:00:00,2022-10-03 00:00:00,04D2813342022076
SUPER 10 OU 200,66804,1507930,704265229,2022-09-09 00:00:00,2022-09-23 00:00:00,2022-09-24 00:00:00,2022-10-03 00:00:00,04D2813342022076
SUPER 10 OU 200,66804,1507931,704265229,2022-09-09 00:00:00,2022-09-23 00:00:00,2022-09-25 00:00:00,2022-10-03 00:00:00,04D2813342022076
Coup Double,88801,2109758,703891660,2022-06-03 00:00:00,2022-09-22 00:00:00,2022-10-07 00:00:00,2022-10-10 00:00:00,04D2813342022078
MEGA MOTS CROISÉS,67403,1028755,704265230,2022-09-09 00:00:00,2022-09-22 00:00:00,2022-09-23 00:00:00,2022-09-26 00:00:00,04D2813342022074
MEGA MOTS CROISÉS,67403,1028777,704265230,2022-09-09 00:00:00,2022-09-22 00:00:00,2022-09-23 00:00:00,2022-09-26 00:00:00,04D2813342022074
MILLIONNAIRE,67101,5766306,704265230,2022-09-09 00:00:00,2022-09-22 00:00:00,2022-09-23 00:00:00,2022-09-26 00:00:00,04D2813342022074
MISSION PATRIMOINE,79201,178493,704265230,2022-09-09 00:00:00,2022-09-22 00:00:00,2022-09-23 00:00:00,2022-09-26 00:00:00,04D2813342022074
SUPER 10 OU 200,66804,1507921,704265229,2022-09-09 00:00:00,2022-09-22 00:00:00,2022-09-23 00:00:00,2022-09-26 00:00:00,04D2813342022074
BLACK JACK,64706,950613,704157378,2022-08-13 00:00:00,2022-09-21 00:00:00,2022-10-01 00:00:00,2022-10-10 00:00:00,04D2813342022078
CASH,14001,8369160,704265230,2022-09-09 00:00:00,2022-09-21 00:00:00,2022-09-23 00:00:00,2022-09-26 00:00:00,04D2813342022074
JACKPOT,65902,6036137,704157377,2022-08-13 00:00:00,2022-09-21 00:00:00,2022-09-26 00:00:00,2022-10-03 00:00:00,04D2813342022076
MAXI MOTS CROISÉS,67303,1278509,704265229,2022-09-09 00:00:00,2022-09-21 00:00:00,2022-09-24 00:00:00,2022-10-03 00:00:00,04D2813342022076
MILLIONNAIRE,67101,5764928,704265230,2022-09-09 00:00:00,2022-09-21 00:00:00,2022-09-22 00:00:00,2022-09-26 00:00:00,04D2813342022074
SUPER 10 OU 200,66804,1507919,704265229,2022-09-09 00:00:00,2022-09-21 00:00:00,2022-09-22 00:00:00,2022-09-26 00:00:00,04D2813342022074
SUPER 10 OU 200,66804,1507920,704265229,2022-09-09 00:00:00,2022-09-21 00:00:00,2022-09-23 00:00:00,2022-09-26 00:00:00,04D2813342022074
X20,14801,1462050,704265230,2022-09-09 00:00:00,2022-09-21 00:00:00,2022-09-25 00:00:00,2022-10-03 00:00:00,04D2813342022076
CASH,14001,8369151,704265230,2022-09-09 00:00:00,2022-09-19 00:00:00,2022-09-22 00:00:00,2022-09-26 00:00:00,04D2813342022074
MAXI MOTS CROISÉS,67303,1278507,704265229,2022-09-09 00:00:00,2022-09-19 00:00:00,2022-09-20 00:00:00,2022-09-26 00:00:00,04D2813342022074
MAXI MOTS CROISÉS,67303,1278508,704265229,2022-09-09 00:00:00,2022-09-19 00:00:00,2022-09-22 00:00:00,2022-09-26 00:00:00,04D2813342022074
MEGA MOTS CROISÉS,67403,759183,704157377,2022-08-13 00:00:00,2022-09-19 00:00:00,2022-09-23 00:00:00,2022-09-26 00:00:00,04D2813342022074
MILLIONNAIRE,67101,5052360,704157378,2022-08-13 00:00:00,2022-09-19 00:00:00,2022-09-20 00:00:00,2022-09-26 00:00:00,04D2813342022074
MOTS CROISÉS,67503,832578,704157377,2022-08-13 00:00:00,2022-09-19 00:00:00,2022-09-27 00:00:00,2022-10-03 00:00:00,04D2813342022076
SUPER 10 OU 200,66804,1507913,704265229,2022-09-09 00:00:00,2022-09-19 00:00:00,2022-09-20 00:00:00,2022-09-26 00:00:00,04D2813342022074
SUPER 10 OU 200,66804,1507914,704265229,2022-09-09 00:00:00,2022-09-19 00:00:00,2022-09-22 00:00:00,2022-09-26 00:00:00,04D2813342022074
X20,14801,1161405,704157377,2022-08-13 00:00:00,2022-09-19 00:00:00,2022-09-23 00:00:00,2022-09-26 00:00:00,04D2813342022074
CASH,14001,7950830,704265229,2022-09-09 00:00:00,2022-09-18 00:00:00,2022-09-20 00:00:00,2022-09-26 00:00:00,04D2813342022074
MAXI MOTS CROISÉS,67303,970680,704157377,2022-08-13 00:00:00,2022-09-18 00:00:00,2022-09-19 00:00:00,2022-09-26 00:00:00,04D2813342022074
SUPER 10 OU 200,66804,1507915,704265229,2022-09-09 00:00:00,2022-09-18 00:00:00,2022-09-20 00:00:00,2022-09-26 00:00:00,04D2813342022074
CASH,14001,7950829,704265229,2022-09-09 00:00:00,2022-09-17 00:00:00,2022-09-19 00:00:00,2022-09-26 00:00:00,04D2813342022074
GOAL,65401,4697093,704042570,2022-07-14 00:00:00,2022-09-17 00:00:00,2022-09-27 00:00:00,2022-10-03 00:00:00,04D2813342022076
MEGA MOTS CROISÉS,67403,759182,704157377,2022-08-13 00:00:00,2022-09-17 00:00:00,2022-09-19 00:00:00,2022-09-26 00:00:00,04D2813342022074
CASH,14001,7731695,704157376,2022-08-13 00:00:00,2022-09-16 00:00:00,2022-09-17 00:00:00,2022-09-26 00:00:00,04D2813342022074
CASH,14001,7731696,704157376,2022-08-13 00:00:00,2022-09-16 00:00:00,2022-09-18 00:00:00,2022-09-26 00:00:00,04D2813342022074
JACKPOT,65902,6036138,704157377,2022-08-13 00:00:00,2022-09-16 00:00:00,2022-09-22 00:00:00,2022-09-26 00:00:00,04D2813342022074
MAXI GOAL,65302,2654372,704042569,2022-07-14 00:00:00,2022-09-16 00:00:00,2022-10-06 00:00:00,2022-10-10 00:00:00,04D2813342022078
MAXI MOTS CROISÉS,67303,970673,704157377,2022-08-13 00:00:00,2022-09-16 00:00:00,,,
MEGA GOAL,69901,777949,704157378,2022-08-13 00:00:00,2022-09-16 00:00:00,2022-09-23 00:00:00,2022-09-26 00:00:00,04D2813342022074
MILLIONNAIRE,67101,5052343,704157378,2022-08-13 00:00:00,2022-09-16 00:00:00,2022-09-17 00:00:00,2022-09-26 00:00:00,04D2813342022074
MILLIONNAIRE,67101,5052353,704157378,2022-08-13 00:00:00,2022-09-16 00:00:00,2022-09-20 00:00:00,2022-09-26 00:00:00,04D2813342022074
MISSION PATRIMOINE,79201,178478,704265230,2022-09-09 00:00:00,2022-09-16 00:00:00,2022-09-20 00:00:00,2022-09-26 00:00:00,04D2813342022074
SUPER 10 OU 200,66804,1507898,704265229,2022-09-09 00:00:00,2022-09-16 00:00:00,2022-09-17 00:00:00,2022-09-26 00:00:00,04D2813342022074
SUPER 10 OU 200,66804,1507904,704265229,2022-09-09 00:00:00,2022-09-16 00:00:00,2022-09-18 00:00:00,2022-09-26 00:00:00,04D2813342022074
X20,14801,1161400,704157377,2022-08-13 00:00:00,2022-09-16 00:00:00,2022-09-19 00:00:00,2022-09-26 00:00:00,04D2813342022074
CASH,14001,7731694,704157376,2022-08-13 00:00:00,2022-09-15 00:00:00,2022-09-17 00:00:00,2022-09-26 00:00:00,04D2813342022074
MAXI MOTS CROISÉS,67303,970660,704157377,2022-08-13 00:00:00,2022-09-15 00:00:00,2022-09-17 00:00:00,2022-09-26 00:00:00,04D2813342022074
MAXI MOTS CROISÉS,67303,970661,704157377,2022-08-13 00:00:00,2022-09-15 00:00:00,2022-09-17 00:00:00,2022-09-26 00:00:00,04D2813342022074
MEGA MOTS CROISÉS,67403,759168,704157377,2022-08-13 00:00:00,2022-09-15 00:00:00,2022-09-17 00:00:00,2022-09-26 00:00:00,04D2813342022074
MILLIONNAIRE,67101,5254289,704042569,2022-07-14 00:00:00,2022-09-15 00:00:00,2022-09-17 00:00:00,2022-09-26 00:00:00,04D2813342022074
SUPER 10 OU 200,66804,1507741,704265229,2022-09-09 00:00:00,2022-09-15 00:00:00,2022-09-16 00:00:00,2022-09-19 00:00:00,04D2813342022073
X10,14901,373835,704042569,2022-07-14 00:00:00,2022-09-15 00:00:00,2022-09-23 00:00:00,2022-09-26 00:00:00,04D2813342022074
X20,14801,1161379,704157377,2022-08-13 00:00:00,2022-09-15 00:00:00,2022-09-18 00:00:00,2022-09-26 00:00:00,04D2813342022074
CASH,14001,7731693,704157376,2022-08-13 00:00:00,2022-09-14 00:00:00,2022-09-16 00:00:00,2022-09-19 00:00:00,04D2813342022073
JACKPOT,65902,6036132,704157377,2022-08-13 00:00:00,2022-09-14 00:00:00,2022-09-18 00:00:00,2022-09-26 00:00:00,04D2813342022074
MAXI MOTS CROISÉS,67303,970651,704157377,2022-08-13 00:00:00,2022-09-14 00:00:00,2022-09-16 00:00:00,2022-09-19 00:00:00,04D2813342022073
MILLIONNAIRE,67101,5254288,704042569,2022-07-14 00:00:00,2022-09-14 00:00:00,2022-09-16 00:00:00,2022-09-19 00:00:00,04D2813342022073
MISSION PATRIMOINE,79201,216520,704157377,2022-08-13 00:00:00,2022-09-14 00:00:00,2022-09-16 00:00:00,2022-09-19 00:00:00,04D2813342022073
MOTS CROISÉS,67503,832554,704157377,2022-08-13 00:00:00,2022-09-14 00:00:00,2022-09-19 00:00:00,2022-09-26 00:00:00,04D2813342022074
SUPER 10 OU 200,66804,1507740,704265229,2022-09-09 00:00:00,2022-09-14 00:00:00,2022-09-15 00:00:00,2022-09-19 00:00:00,04D2813342022073
CASH,14001,7731692,704157376,2022-08-13 00:00:00,2022-09-12 00:00:00,2022-09-15 00:00:00,2022-09-19 00:00:00,04D2813342022073
MAXI MOTS CROISÉS,67303,970650,704157377,2022-08-13 00:00:00,2022-09-12 00:00:00,2022-09-15 00:00:00,2022-09-19 00:00:00,04D2813342022073
MEGA GOAL,69901,777948,704157378,2022-08-13 00:00:00,2022-09-12 00:00:00,2022-09-16 00:00:00,2022-09-19 00:00:00,04D2813342022073
MEGA MOTS CROISÉS,67403,759167,704157377,2022-08-13 00:00:00,2022-09-12 00:00:00,2022-09-15 00:00:00,2022-09-19 00:00:00,04D2813342022073
SUPER 10 OU 200,66804,2803197,704157376,2022-08-13 00:00:00,2022-09-12 00:00:00,2022-09-13 00:00:00,2022-09-19 00:00:00,04D2813342022073
X20,14801,1161378,704157377,2022-08-13 00:00:00,2022-09-12 00:00:00,2022-09-16 00:00:00,2022-09-19 00:00:00,04D2813342022073
